06.01.2022 16:43:47	17,7	41
06.01.2022 16:44:30	18,0	39
06.01.2022 16:45:08	18,0	39
06.01.2022 16:45:45	18,1	39
06.01.2022 16:46:19	18,0	39
06.01.2022 16:46:56	18,1	39
06.01.2022 16:47:29	18,1	40
06.01.2022 16:48:10	18,2	41
06.01.2022 16:48:41	18,2	41
06.01.2022 16:49:18	18,1	41
06.01.2022 16:49:51	18,2	41
06.01.2022 16:50:26	18,1	41
06.01.2022 16:51:02	18,2	41
06.01.2022 16:51:35	18,1	41
06.01.2022 16:52:07	18,1	41
06.01.2022 16:52:41	18,1	42
06.01.2022 16:53:13	18,1	42
06.01.2022 16:53:45	18,1	42
06.01.2022 16:54:18	18,0	42
06.01.2022 16:54:53	18,1	43
06.01.2022 16:55:30	18,2	43
06.01.2022 16:56:05	18,1	44
06.01.2022 16:56:35	18,2	44
06.01.2022 16:57:13	18,1	45
06.01.2022 16:57:46	18,2	46
06.01.2022 16:58:18	18,2	46
06.01.2022 16:58:56	18,2	47
06.01.2022 16:59:33	18,1	47
06.01.2022 17:00:07	18,2	47
06.01.2022 17:00:45	18,1	48
06.01.2022 17:01:20	18,3	48
06.01.2022 17:01:50	18,3	48
06.01.2022 17:02:26	18,4	49
06.01.2022 17:03:03	18,3	49
06.01.2022 17:03:37	18,4	49
06.01.2022 17:04:09	18,2	50
06.01.2022 17:04:43	18,4	50
06.01.2022 17:05:14	18,4	50
06.01.2022 17:05:48	18,4	50
06.01.2022 17:06:23	18,3	51
06.01.2022 17:07:01	18,4	51
06.01.2022 17:07:34	18,5	51
06.01.2022 17:08:10	18,4	52
06.01.2022 17:08:44	18,4	52
06.01.2022 17:09:18	18,5	52
06.01.2022 17:09:55	18,5	52
06.01.2022 17:10:32	18,6	53
06.01.2022 17:11:02	18,5	52
06.01.2022 17:11:34	18,5	53
06.01.2022 17:12:09	18,5	53
06.01.2022 17:12:44	18,3	53
06.01.2022 17:13:29	18,4	53
06.01.2022 17:13:59	18,3	54
06.01.2022 17:14:33	18,3	54
06.01.2022 17:15:06	18,4	54
06.01.2022 17:15:37	18,3	54
06.01.2022 17:16:07	18,3	54
06.01.2022 17:16:42	18,3	54
06.01.2022 17:17:20	18,3	55
06.01.2022 17:17:54	18,2	55
06.01.2022 17:18:30	18,3	55
06.01.2022 17:19:05	18,3	55
06.01.2022 17:19:42	18,4	55
06.01.2022 17:20:18	18,4	55
06.01.2022 17:20:54	18,4	56
06.01.2022 17:21:30	18,4	56
06.01.2022 17:22:04	18,4	56
06.01.2022 17:22:36	18,3	56
06.01.2022 17:23:08	18,4	57
06.01.2022 17:23:47	18,3	57
06.01.2022 17:24:24	18,3	57
06.01.2022 17:24:57	18,4	57
06.01.2022 17:25:31	18,4	57
06.01.2022 17:26:04	18,3	57
06.01.2022 17:26:36	18,4	57
